comment_id,entry_id,author_id,comment_body,is_approved,class
738,162,3571,"Again, I would use this post to reflect and connect to your skills rather than a sole summary of the movie.",0,1
739,354,3571,I highly suggest elaborating more on how the movie pertained to you and your skill development. This will show recruiters the process of how you develop your skills.,0,1
740,814,3571,"That is very important that you paid close attention to detail with Larry\'s dietary restriction. This shows you possess the coveted, attention-to-detail quality and is huge for recruiters to see!",0,1
741,126,3571,That sounds amazing! That is really a different experience to be apart of. I highly suggest creating a follow-up to this post after the competition to further elaborate your skills put to use during this incredible oppurtunity.,0,1
742,136,3571,"This was a good way to react to this movie! I highly suggest further elaborating on your skills learned during the movie. For example, explaining the if factor of being in that situation what you and your team would do is a good place to start.",0,0
747,1514,3716,I miss Jeff  Smucker....this was a sad entry.,1,0
748,1502,3713,Sounds wonderful . . . looks beautiful.,0,0
749,1524,3716,This was an awesome project - way to share it!,1,0
750,1519,3712,I think that we often forget that small steps can lead to a larger goal.  Kudos to you for starting a business that is supported by your community!,1,0
751,1508,3716,This is great to place in your portfolio.  It shows you are willing to take risks!,1,0
752,1480,3713,Beautiful design!  Hope we can work together someday.,1,0
753,1519,3719,This is excellent!!! I would like to place my oder now for the holidays.  Do I order them at school?,1,0
754,1491,3714,This is how I feel when dealing with 8th grade girl drama!,1,1
755,1513,3717,You could add more here because these are such cool projects! :),1,0
756,1497,3713,Fabulous cause.  Let me know when the next one takes place.,1,1
757,1480,3712,Let\'s try to write complete sentences with subjects and predicates.  I would gladly meet with you to support you in this endeavor!,1,0
758,1519,3715,Way to go! I\'d love o buy a pie. :),1,0
759,1507,3716,was this at PVEI?,1,0
760,1519,3714,This pie look delicious.  Do you deliver?,1,0
761,1503,3713,Just watch the camera footage the next day.,1,0
762,1514,3721,Inspiring story. Makes me want to go out there and watch somebody else run.,1,0
763,1487,3712,I am so very proud of you accomplishments!  Way to go!,1,0
764,1524,3714,I love marbles.,1,0
765,1491,3718,Great image- this captures the  angst we are hoping to prevent in PV graduates!,1,0
766,1504,3719,There was no better training for Administration than customer relations.  Nice job.  I need to work on my picture skills.,1,0
767,1487,3714,Very cool!  Well deserved!,1,1
769,1494,3711,Talk a bit about what you learned about customer service and team work.   How will this help you with your career goals.,1,0
770,1495,3716,Ahhh.....I miss these times :(,1,0
771,1528,3713,Beautiful . . . didn\'t know this!,1,0
772,1493,3716,la la la la la la la.....singing shows you are outgoing!  Great entry,0,0
773,1526,3715,You are so talented! Thanks for sharing your fun ideas.,1,0
774,1517,3719,That was a wonderful event.  You guys did a great job making that night a positive experience for the kids.,1,0
775,1493,3714,I would love to hear you sing.,0,1
776,1519,3718,Great details within your description...,1,0
777,1494,3721,What was the shop\'s policy on multiple flavors on single cones? You did a sweet job writing this up.,1,0
778,1519,3713,Excellent initiative.  Are you planning to sell any at work soon?,1,0
779,1509,3717,"How cute! What a nice way to spend community service hours, helping a baby bird!",1,0
780,1526,3716,This is so cool!,1,1
781,1512,3712,Maybe you could include how much money you raised.  What was your role?,0,0
782,1511,3715,Woohoo!,1,0
783,1520,3714,Thumper is so cute!,1,0
784,1524,3721,Did you ever lose your marbles while doing this?,1,0
785,1487,3719,What a wonderful experience!  The Kids at PV are lucky to have you.,0,0
786,1481,3716,Working with at-risk youth shows that you are adaptive and a risk taker!  Great entry!,1,1
787,1480,3711,Explain how this will help you with your career goals.   What problems did you encounter and how did you solve them?,1,0
788,1481,3713,This can be very challenging!,1,0
789,1517,3718,I love this description- the kids submitted many awesome pics for this event for yearbook.  It was an amazing team building activity.,1,0
790,1478,3714,Smart decision!  So proud of you!,1,0
791,1514,3715,Congratulations!,1,0
792,1527,3717,What an amazing opportunity and definitely creating some great Interpersonal Skills! And what a beautiful dress!,1,0
793,1503,3716,Wow! This should be nominated for Principal of the Year.,1,0
794,1486,3713,. . . reminds me of my trip last spring . . . missing Disney:),1,0
795,1516,3715,Hooray for mental health!!  ;),0,1
796,1524,3711,Explain the problems which were encountered and how were they solved.,1,0
797,1481,3714,Sounds like a fun job!,1,0
798,1493,3717,The picture is upside down!,0,0
799,1516,3719,"I have decided that if I make it to 2022, I will come visit.  Invited or not!!!!!!",0,0
800,1487,3715,Woah!! This is amazing! Congratulations!,1,0
801,1487,3711,What did you do?   What presentations did you give?,1,0
803,1521,3712,This is very nice!  I think I could have my children make gifts like this for family gifts this year.,1,0
804,1528,3719,"Although we lost a great administrator, that is a fine piece of jewelry.",1,0
805,1495,3718,Where is this?  We need it at the elementary level!,1,0
806,1499,3712,"Unfortunately, the money spent at 2000 Degrees that day could have been better spent on parenting classes.",1,0
807,1522,3719,Being a behavior specialist is quite the job in education.  It was great experience I am sure.,0,0
808,1502,3718,How did going to camp next to a sublime ocean make you feel?,0,1
809,1315,3537,Great example of some soft skills and an experience that would be good interview discussion.  Just take another look at your last sentence.  It has at least one type and doesn\'t read quite right.,0,1
810,1215,3537,It would be great to make another entry/reflection on this class now that you are half-way through the course.  Would love to read about what you have learned about yourself and others!,1,0
811,1387,3537,"Well done writing succinctly, but in a meaningful way, how you relate to these three different works and what they symbolize for you.",0,0
812,1231,3537,"You should look in to our Maymester trip to Lyon, France. It is a wonderful opportunity to explore both cuisine and culture and you could practice your French language and get some of those skills back (in a hurry, I suspect.)",1,1
813,1419,3537,I would encourage you to write a separate reflection on your experiences (and the soft skills you\'ve developed and grown) through working with special needs students.,0,1
814,1303,3537,"Just a quick comment...we would say \""""learned\"""", not learnt.  Perhaps expand on the \""""field\"""" business knowledge you have gained as well, particularly related to \""""soft skills\"""".  A separate entry on this with specific examples of experiences that helped you build these skills would expand a future employer\'s understanding of what you can do.",0,1
815,1440,3537,"I think you should add a \""""teamwork\"""" and communication tag to this posting.",0,1
816,1458,3537,"Nice job of connecting your personal experiences and some soft skills you\'ve developed with starting a new business.  You\'ve provided some clear, specific examples in a succinct way.",1,1
817,1433,3537,"Excellent illustration of a skill you would definitely need in starting a business and showing how you have developed it over time.  Your specific example of your English class provides a great \""""starter\"""" for an interview question.",0,1
818,1370,3537,Good job of pulling together three descriptions of artworks and how they relate to your life.  Do proof read your entry again and correct the typos (or spelling/grammar) errors.  I think if you read carefully you will find them.,0,1
819,1357,3537,"I don\'t know if there is a tag for perseverance, but it so, I would add it to this entry.",0,1
820,1468,3537,Glad to read you learned about this concept.  It\'s a great base of understanding to gain right at the beginning of your college career.  You will have many opportunities at Penn State to expand your self-awareness in this area...if you just take advantage of them!,0,1
821,1470,3537,Good job of succinctly describing how these works of art connect with your personal life and ambitions.  You might want to correct the title of your posting (since Palmer is spelled incorrectly.),0,1
822,1471,3537,"For this \""""forum\"""" of a portfolio that you might eventually share with prospective employers, you might want to focus on what this assignment means to you in the future.  How can building this soft skill of ethical judgement help you (and a future employer) make good decisions that benefit all parties.",0,1
823,1373,3390,I love that you took the trip with Dr. Daley and some of you classmates. I like that you were able to develop all of these skills while building relationships with your teacher and classmates. Being able to have peace conversations about controversial topics is a great trait to have when you get into the real world. The traits you have developed in this experience will take you a long way in life. I suggest you keep developing these skills throughout your time at PSU.,0,1
824,1323,3390,i love that you were able to sit in the arboretum and reflect on key events in your life. It seems like the arboretum has that effect on everyone including myself. Also Self-awarness is a very important trait to have when you are dealing people from different backgrounds. It is the first step to being able to be empathetic.,0,0
825,1312,3390,"I believe that the ability to identify with piece of art is what makes it so beautiful. Now that you have identified pieces of art that you can relate different events in your life to, you are more likely to be able reflect on the lessons you learned in those experiences. This is exactly what happened to you. Adaptability, self-awareness, and creativity are all great skills to have in order to be successful in life.",1,0
826,1296,3390,"I love the imagery that you are creating with your word choice in the beginning. As I read your post I feel like I am there. Your father\'s dedication to teaching you the sport of track seems like it has been huge in your development. I believe that teaches you a lot of lesson, including leadership, that will make you the best all around professional you can be.",0,1
827,1482,3572,"Hey Sarah, thanks for posting! That is awesome you went to a college fair, I remember finding them very helpful when I was in high school. Try to elaborate more on your experience; reflecting on the day rather than summarizing helps others to understand your thought process! Check out this article on selecting college majors for more help! - https://bigfuture.collegeboard.org/explore-careers/college-majors/the-college-major-what-it-is-and-how-to-choose-one",0,1
828,1512,3572,"Sarah - this is very cool, giving back to your local community is a great way to get involved. I see you used the teamwork and community engagement tags, expand on this! What did you do to personally to contribute, did you run into any problems, what was the process of raising money? Don’t be afraid to make yourself shine! Live It is all about student success, take time to reflect upon how who you are, and what you learned, will be useful in future settings, not just the fundraiser!",0,1
829,1449,3572,"What’s up Jayne, thanks for sharing you experience! I think this is a great opportunity for you to expand on what you learned here; noting your study skills were no longer adequate shows great self-awareness, a Live It tag you could add to your post! You could also add the initiative and conflict resolution tags, given you took the problem into your own hands, sought out a solution and followed through with it. Consider telling me about other places you plan to apply what you learned here!",0,1
830,1455,3572,"MacKenzie, here’s a story: I too am a waitress and have learned how to deal with the public, coworkers and management through serving. I still remember my worst shift, any and everything that could go wrong, did. Through dealing with adversity and conflicts that arose that weren’t necessarily my fault, I learned valuable skills that I could apply in other places, such as the workforce or school. Expand on what you learned from waitressing, and reflect upon how these experiences have shaped you!",0,1
831,1446,3572,"This is very cool MacKenzie! I would suggest organizing your though process a little more to give potential recruiters a clean, smooth read. I also suggest adding a few more tags; leadership and initiative both fit the story you described! Try to reflect more, you’ve done a great job at making yourself shine, clearly you earned it, but tell me if you feel this experience will stick with you in a way you that could be useful in the future.",0,1
832,1317,3390,The arboretum has the breath taking effect on people. Its truly amazing and always brings back nostalgia. After reading your post I am very happy that you have an understanding of emotional intelligence. Emotional intelligence is very important and it is a major key to success. Another skills I see that you developed was the ability to connect your past to the present. Thats a great skill to have because our past serves as point of reference for us to see the blessings we have in life.,1,1
836,1300,3390,Wow I\'m amazed. I was a Kinesiology major in my undergraduate and I didnt get a Personal training certification. So congrats to you. This shows you are goal driven and very cognizant of your future. That is a good trait that you should never lose. Kinesiology is a great major and while in it you will learn what you want to do for the rest of your life.,1,1
837,1330,3390,i agree that in the past there was a lot of masculinity and love of men. You are right to say that this is still relevant today. We have a long way to go for gender equality to be reached. This post definitely shows that you have a good understanding of self-awareness.,1,1
839,1418,3390,"I think it is great that you had a good time at this event. Those skills you identified at the end are very important in life. As an athletic trainer you will have to have great critical thinking skills and sometimes you will have to speak in front of large crowds. Also when you talk about those \""""great, strange, and adverse times\"""" that the author talked about it is important to remember that that is how life can be. Life is very random and you have to learn to roll with the punches.",0,1
840,1306,3390,Great imagery at the beginning. Great story about the plant you mother gave you. We all have things that our parents or guardians have given us that we hold dearly. It shows a lot of responsibility to be able to take care of a plant. Also your story shows that you have the ability to juggle a lot of responsibilities at once.,0,1
841,694,3571,"This was written very well. This was a great experience to elaborate on. I highly suggest further creating posts such as this, in similar tone and style with more like experiences. I feel like you would gain from joining a community club at Penn State. There are tons of clubs you could get involved in to further explore new experiences and develop new skills while helping people!",1,1
842,697,3571,I am impressed by your writing!  Your title is engaging as well as your posts and you use transitions very well.  This experience was explained well too! I suggest creating another post showcasing a specific play you worked on and any obstacles you may have overcame.,1,1
843,686,3571,Is this part of your major or a decision maker in your career process? If it is you should lightly touch on how it was your deciding factor. This shows the dedication you have to the field of work and the continuing dedication you will have.,1,1
844,703,3571,"A sport such as boxing is very good to be involved in. You learn about patience, dedication, and other skills that will help you later in life. I suggest making another post about an experience you had boxing where you specifically overcame obstacles.  This will show the development of your skills.",0,1
845,781,3571,"Were you involved in the project management aspect of this project?  If not,  what was your role?  I highly suggest including your role in this post.  Also I highly suggest creating another post that explains one major obstacle you faced during the project execution.",0,1
846,858,3571,"I like the touch of personality you put in your post worth the comment on the mini sized human.  It gives a true voice to your writing rather than it seeming robotic.  This is a very impressive experience to be involved in.  I highly suggest continuation in experiences, groups, and projects at this level.",0,1
847,704,3571,"Everything I have read about from you is impressive! This is especially amazing and makes you stand out because you have stepped into a male-dominant activity, more than once.  This level of dedication and confidence sets you apart from other people!",0,1
848,859,3571,"This is really cool, once again another great opportunity to be involved in!  I suggest throwing in this post a specific situation you had that you overcame during this project.",0,1
849,780,3571,I highly suggest further elaborating on your learning experience of R programming. Yet again another great thing to be involved in.,0,0
850,702,3571,"This is fantastic!!! As a fellow gamer, I find it really impressive that you go out of your way to do things other women have not really stepped heavily into yet! This also shows a great deal of organization with the size of your group.",0,1
851,860,3571,That is really nice to hear you use the free resources Penn State offers. This shows your dedication to learn and stand out from the rest. You should tell of one issue you ran into and if you had attempted a mixture of the software and html at all.,0,1
852,701,3571,I would elaborate further on this experience to give the reader a better understanding of the exhibition and what was done pertaining to your skills.,0,1
853,784,3571,"It really is sad to graduate, but this shows the moving on and beginning of the rest of your life!  I know this event has passed, however if you can remember a specific time where you used any of your skills in the tags, I would further explain these.",0,1
854,685,3571,This is great that you put yourself in a situation where you could experience another culture! I highly suggest creating another post about any obstacles you may have faced along the way like language barriers or dialect differences.,0,1
855,693,3571,"I like the personable humor your out within your past,  it gave it personality and kept it engaging. However, for the purpose of recruiters and keeping your portfolio professional, I would take out the part about drinking.  I suggest making this post more about the skills you developed with the locals rather than the personal social experiences you had.",0,1
856,696,3571,This is a great post. This is the tone and style you should follow when creating future posts. This displays your development of your tagged skills and shows your audience your dedication and leadership within your experience.,0,1
857,1319,3571,These are nice reflections on your favorite paintings. I highly suggest creating another post that specifically reflects on your skill development based on one painting you connect the most with.,1,0
858,392,3571,This is nice that you admitted the mistake of incorrectly creating a bowl for your teammate. Also it shows that you had the drive and dedication to get back up and make another bowl they were dissatisfied with. This also shows emotional intelligence that you reacted to the dissatisfaction that you had noticed and acknowledged it.,0,1
860,847,3571,"This was a nice summary of the experience you had watching this movie. However, I do suggest you take this post a step further. You should think and self-reflect on how this movie inspired you to develop the skills necessary to take on a task like this in real life.",0,1
861,149,3571,"This is a good summary of the green bowl event. Experiences like these are what helps you to develop your skills and better yourself professionally and personally. However, I suggest further reflecting on your experience to really showcase your skills.",0,1
862,355,3571,"This was a very good and detailed summary of the movie. However, rather than discussing details of the movie, you should further reflect on your experiences and how the movie inspired you to develop these skills in the tags.",0,1
863,266,3571,"I really enjoy how you connected back the movie to real-life experiences. However, I suggest further self-reflecting in this post how this movie pertained to you and your development of skills. Otherwise, your style, tone, and transitions within your writing are all great!",0,1
864,838,3571,I am glad you enjoyed this experience! I highly suggest further reflecting on the experience by discussing the building of your skills in the skill tags and connecting it back to your summary of your experience.,0,1
865,145,3571,I am not entirely sure if you get the point of these posts. You should use this space to reflect on the skills learned during this event and how those skills helped you to develop more characteristics within yourself.,0,1
866,233,3571,"This seems like it was a very enlightening experience for you. I really enjoyed the style and tone of your writing and the way you connected the game back to the skill tags. However, I suggest in the future of your posts, you spend more time focusing on how YOU developed these skills you saw in action.",0,1
867,208,3571,"This seems like you learned a lot about this workshop. Your style of writing really helps the reader to envision the experiments that were performed. However, I highly suggest self-reflecting on how this experience helped YOU to develop skills. This will show recruiters how you use skills you have learned from other experiences in your everyday life.",0,1
868,817,3571,This post was developed very well. I like that it showed your thought process on the exact flavors. Your style and tone of writing also helped to better tell the story to your audience.,0,1
869,830,3571,"This was a good summary of your experience. However, I highly suggest specifically self-reflecting toward your skills used in the creation of bowls. You can show this by discussing your thought process with the audience.",0,1
870,294,3571,"This was a very good summary of the movie. However, your post should be more focused on self-reflecting on the skills you used or developed based on the movie.",0,1
871,181,3571,"This was a good summary of the event and self-reflection on teamwork as a whole. However, I highly suggest further elaborating on your experience personally in relation to your skills in the skill tags.",0,1
872,153,3571,"This was a great summary about the movie. However, I highly suggest further elaborating on your self-reflection of the skills you either used or developed in result of this movie.",0,1
873,309,3571,This was a very interesting grabber to start with. I highly suggest further self-reflecting on the movie experience to tie back to your development of the skills mentioned in the tags.,0,1
874,406,3571,It is nice that you got to know your teammates better during this team building activity. I would continue this reflection by further explaining the experience tied back to your skills mentioned in the tags.,0,1
875,241,3571,"This was a good summary of the movie. However, I highly suggest further self-reflection upon your developed or used skills from the tags and tie this back to the movie summary and experience.",0,1
876,166,3571,"This was a very good summary of the movie. However, I highly suggest connecting this movie back to your experience based upon the ideals of the movie with developing your skills.",0,1
877,731,3571,"This was a nice summary of the experience you had at green bowl. However, I highly suggest self-reflection further on the creation of the bowl, your thought process, and how this effected you, your team, and your skill development.",0,1
878,771,3571,"This was a good short summary of the green bowl experience. However, I am not sure if you understand how to use these posts to your advantage. You should use this scenario as an opportunity to self-reflect on the skills you developed or used during this experience.",0,1
879,129,3571,"This is a good summary of the movie, however I suggest using these posts as a tool to further frame your skills and how you can tie them back to a certain scenario in the movie.",0,1
880,782,3571,"So what is it about MakeSpace that made it worth it for you, that helped you to develop these skills?",0,1
881,1226,3572,"What\'s up Kelsey! Thanks so much for sharing your experience, I have a few suggestions that may help. Instead of giving so much background on the Inn itself, talk more about yourself! I\'d love to hear about more of the things you did while working there, as opposed details on the business. Your idea to put out coffee cake is quick thinking, sharing more stories where you had good ideas wold be interesting to read about - keep up the good work!",0,1
882,1319,3572,"Hey Shannon! This is a great post, I also recommend expanding on some key points in other Live It entries. For example, think about creating separate entries for your college and service industry experiences. You seemed to learn a lot form these experiences, so they would make great material for future Live It entries!",1,1
885,839,3572,"Hey Shane, thanks for your entry! I\'m glad you had a nice experience, but consider telling me a little more about it. Elaborate on what you learned, how it was a team bonding experience and why it would matter to a potential recruiter. Ask yourself questions such as; did any issues arise, how did you contribute, do you consider yourself the team leader? Reflecting more on your experience as opposed to summarizing will help to paint a better picture of who you are!",0,1
886,162,3572,"Shane - again, focus less on the movie and more on yourself. Don\'t be afraid to make yourself shine, tell me how the movie relates to you. Expand on what you learned that can be applied in the real world!",0,1
887,126,3572,"Hey Kurt - this is awesome! Your writing is really strong, but I would love to hear more about how you personally contributed. Expand more on a takeaway, in other words, what did you learn from this experience? Don\'t be afraid to make yourself stand out, it sounds like this project took a lot of work!",0,1
888,136,3572,"This is good! Your take away is stronger here, but still consider expanding on it. Explain to me how your critical thinking in a hypothetical space situation could be applied here on earth!",0,1
889,354,3572,"What\'s up Jake, this is a great conclusion. Consider expanding on this a little more by telling me how you specifically would communicate in an effort to problem solve. Relate all that happened to Mark Watney and his crew to your environment in a group work setting!",0,1
890,814,3572,"This is good, but consider summarizing less and reflecting more! Instead of just telling me what happened, explain to me why you feel this experience was important in the aspect of skill building. What about this experience was significant, and why would it be interesting to a recruiter? Keep up the good work!",0,1
891,278,3572,"Hey Nicole, thanks for sharing! I agree with Shannon, your summary of the movie is really strong, but tell me how it pertains to you! Instead of just summarizing, reflect. Dig deep and try to relate to the problem solving in the movie. Expand on the skill by relating it to situations you\'ve handled, or how you would handle problem solving in the future!",0,1
892,753,3572,"Nicole - this is much better, awesome! This entry is a good example of not just summarizing the event, but reflecting upon it. In reflecting, you\'re giving potential recruiters better insight into the way you think, this post does that well. Kudos, keep up the good work!",0,1
893,237,3572,"What\'s up Ian! This is a great post, you portrayed your struggles with the assignment well. The only thing I would suggest is elaborating on your takeaway a bit more. The need to be versatile is a good conclusion, but I would love to hear more about why you chose your major, and how you ultimately figured out a way to paint it on pottery. Keep up the good work!",0,1
894,782,3571,This sounds like it was a good experience. You should further elaborate on this post to show the development and usage of your skills!,0,0
895,430,3571,This was a great experience to write about.  This was a good stepping stone back story post for the more recent posts you have.,0,1
896,158,3572,"Hey Christina - this is a great observation! You did a good job not only engaging in the assignment and summarizing, but reflecting as well. Your entry is great, I would love to read more, consider writing new entries to let Live It in on what you\'ve been up to lately!",0,1
897,769,3572,"What\'s up Michael, I love your writing style! This is a great reflection of your activity, the only thing I would suggest is expanding on your takeaway. Ask yourself questions such as; what did I learn, how will this help me in other places such as the classroom or workplace, etc.? Overall, this is a really strong post, keep up the good work!",0,1
898,200,3572,"Michael - this is great too! Your reflection represents what you learned very well. Again, I would suggest expanding on your takeaway to give recruiters better insight into who you are, and how you operate. Don\'t be afraid to make yourself shine, Live It is all about student success! Talk about how you contributed, what you learned and how you plan to use it in the future.",0,1
899,458,3572,"Hey David! It\'s really cool you dedicated your time to helping out fellow students. I agree with Shannon, it seems you make a good leader, I would love to hear about it! Consider writing another post where you discuss your leadership skills focusing heavily on yourself - don\'t be afraid to make yourself shine! Reflecting upon other scenarios where you were a leader will help to paint a better picture of who you are to recruiters.",0,1
900,187,3572,"This sounds like my kind of challenge! Your takeaway here is great, you did a good job of not just summarizing the event, but reflecting on what you learned and why it matters too. I would love to read more on your work as an engineer, you ability to connect something as foreign as trying new foods to engineering shows you grasp the Live It challenges very well. Keep up the good work!",0,1
901,260,3572,"Hey Brain, thanks for sharing! I\'m glad you had a great time and now feel comfortable with your teammates, this post is a good summary and reflection. I would love to hear more about your experience working with them throughout the semester after participating in this challenge! Consider writing new Live It entries to give more insight into your skills and experiences, keep up the good work!",0,1
902,146,3572,"What\'s up Luke, thanks for sharing! This entry is great, i\'m glad you had a good time. Consider expanding on your takeaway; what did this experience teach you, will you be able to use it in other places such as the workplace or classroom, do you feel more comfortable with your teammates after this? All of these will help to give a better understanding of who you are, and how you work!",0,0
903,440,3572,"Luke, you are the living example of, \""""alone we can do so little, together we can do so much,\"""" and that is amazing! Your behind the scenes contribution helped to make THON be the best it could be, and for that reason, you make a great role model. Keep it up!",0,1
904,439,3572,"This is so cool! You\'re right, this is a great way to engage students, and in a world full of textbooks and exams, this exercise is fun and stands out! My only suggestion would be to expand on your takeaway here as well. I wold love to hear about how you personally contributed; were you a leader, or an active team member who contributed equally? Overall this is a great entry!",0,1
905,752,3572,"You\'re killing it Luke. Not only is this a good summary, but a great reflection too! It paints a nice picture of who you are, while telling the reader about what happened. I would love to read more of your entries in the future, they\'re both well written and interesting.",0,1
906,161,3572,"Hey, this is a good entry! You\'re right, food is a great gateway to good conversation. I would love to see more entries where you expand more on your other skill sets! These entries can be about anything you want; food, a movie, an experience, anything so long as it resonates with you! Keep up the good work, I hope to read some new entries soon!",0,1
907,149,3572,"Hey TIffany, thanks for sharing! It\'s awesome you got to try something new while bonding with your team, this is a good summary. I would suggest expanding on your entry further by reflecting and adding a takeaway. What did this experience teach you, was it helpful,  will you be able to use the skills you learned here outside of the Green Bowl setting? Overall this is a good start, keep up the good work!",0,1
908,392,3572,"What\'s up Jordan, thanks for sharing! It\'s awesome you got to try something new while bonding with your team, this is a good summary of the event. I would suggest expanding on your entry further by reflecting and adding a takeaway. Unpack what you did at Green Bowl, and why it matters. Ask yourself; what did this experience teach you, was it helpful, will you be able to use the skills you learned here outside of the Green Bowl setting? Overall this is a great start, keep up it up!",0,1
909,847,3572,"I love this movie! Very cool way to apply skill building. I would suggest expanding here too; consider telling me about a time you faced adversity just as Mark did! Perhaps it was at work, in the classroom or in an organization. Your recognition of his great problem solving ability is great, tell me how it applies to you!",0,1
910,355,3572,"What\'s up Jian, this is a great summary of the movie, it seems you really grasped what was going on. Here\'s what I suggest; take all you observed in this movie and apply it to you! Were you ever faced with adversity in any type of setting, how did you handle it? Were you innovative like the NASA team, or were you creative like Mark? Consider writing a new entry where you can discuss these skills, I would love to read it!",0,1
911,1541,3537,"So glad to hear you say reflecting became a habit!  It is so very important to think about and reflect on what you are learning and your experiences, so that you can first, soak them in, and second, figure out how to improve in the future.  There is always room for growth and often you need to figure out how to make that happen for yourself!",1,0
912,1567,3537,"So glad to hear you found this engaging and are excited to explore further.  This was a first for my PSU14 sections, so I\'m really glad it hit the mark for at least one student!",0,1
913,322,3571,"this was a good experience you had. However, I highly suggest further explaining the skills you learned during this scenario. It will better help recruiters understand the way you develop and use skills.",0,1
914,175,3571,This was a nice description of why you chose the flavors you did. I highly suggest following up on one of those memories brought by your flavors and creating another post to embody the skills you developed during that scenario.,0,1
915,134,3571,"This was a good summary of the movie. However, I highly suggest either revping this post or creating a new one to credit your skills to. You should tell of a scenario the movie reminded you of or invoked between your team that helped you to develop these skills.",0,1
916,721,3571,I would further discuss any scenario or obstacle that may have happened during this event. Use that obstacle to your advantage by telling your audience and recuiters through the posts how you developed skills (or used them) during this time.,0,1
917,132,3571,This was a good observation about not being botanist since it is a different approach that would be taken in the movie as opposed to real life with engineers. I highly suggest further expanding this post by creating another and further elaborating on the plan your team came up with in order to survive this situation.,0,1
918,776,3571,I highly suggest futher building on this post by elaborating more thoroughly the development and usage of your skills.,0,1
919,133,3571,"Rather than saying which skills and why they would be useful during a situation like this, you should relate the situation to a scenario you have faced before or will with your team in which you can use the skills from the tags you put with this post.",0,1
920,767,3571,"I would further expand on this post and elaborate on the development and usage of your skill tags rather than just a short explanation of each one. These posts, if used effectively, should be able to help you better explain you and your skills to future employers and recruiters.",0,0
921,1460,3537,Interesting challenge and a good way to demonstrate your team building skills.,1,1
922,266,3572,"What\'s up Luke, you hit the nail on the head here. Your understanding of the movie is very strong, but i\'m most impressed with your ability to relate it to you and your team. Kudos to you! I would love to see more entries by you, given you have a great understanding of what Live It is here for - keep up the good work!",0,1
923,838,3572,This is good! My only suggestion would be to give a little more background on the experience; explain how it built up to your takeaway. Tell me what you guys did in order to give a better understanding of your overall experience!,0,1
924,233,3572,"Hey Jordan, thanks for sharing! Your entry here is great, you not only summarized, but reflected upon your experience too. I would love to hear more about your team and how you work together, consider writing new Live It entries to go into more detail! Check out this short TED Talk on leadership when you get a chance - https://www.ted.com/talks/tom_wujec_build_a_tower?language=en",0,1
925,145,3572,"Hey Mitchell, i\'m not sure you completely understand the point of this Live It challenge. Consider creating a new post where you don\'t just create a status, but instead summarize and reflect upon your experience. Unpack it for potential recruiters; what did you learn? How will this be applicable in the workplace? I hope to see new posts from you soon!",0,1
926,208,3572,"Hey Mengxiong, thanks for sharing your experience! This is a great summary, I could really picture what you were describing. My only suggestion would be to summarize just a little less, and focus more on a takeaway. I would love to see you tell me a little more of what you were thinking during this experience, and how what you learned will stick with you! Keep up the good work!",0,1
927,817,3572,"This is good! You seem to have grasped the deeper meaning of this exercise very well. I hope to read more entires by you soon, maybe you could write about an experience from your home in China, or an experience you\'ve had since coming to college. Either way, i\'m looking forward to it!",0,1
928,181,3572,"Hey William, this is a great first post! Your reflection on why this exercise will be useful in the classroom is exactly what Live It looks for. My only suggestion would be to expand on your takeaway a little more, really unpack what you learned from this experience, and how it will stick with you!",0,1
929,830,3572,"What\'s up Paul, thanks for sharing! Your summary on the experience was great, but consider adding a stronger takeaway. Ask yourself; what did you learn from this? Will it be useful in other settings? Do you feel your team will work better having done this together? Keep up the good work!",0,1
930,294,3572,"Paul - your summary of the movie is good, but tell me how it pertains to you. Use Mark Watney\'s problem solving and critical thinking, and relate it to yourself. Have you ever faced a complicated problem where you thought creatively? Do you feel you will ever have to, being a mechanical engineering major? Connect the dots between you and Mark to paint a better picture of your thought process!",0,1
931,241,3572,"Hey Wonsuk, thanks for sharing! Your summary of the movie is strong, but try to connect the events of the movie to yourself. Consider reflecting upon your major, if you yourself have ever faced adversity, and if so, how you handled it. Adding a stronger takeaway in which you focus on yourself first by relating the movie to you will help recruiters to get a better idea of who you are!",0,1
932,716,3571,"This was a great summary of your experience, however i highly suggest further elaborating on your actual use of your creativity skill tag or development of the skill.",0,1
933,137,3571,"This is great that you described the movie to the audience, However it would be most effective to you if you further explained how you developed or used your community engagement skills.",0,1
934,142,3571,"This was a nice description of the movie. However, to use this post to your advantage, I highly suggest further elaborating on your experience in terms of personal skill use and development.",0,1
935,760,3571,This was a great experience to get involved in. This experience was meant to help you experience dinners and events with your teams in the future of your careers. I highly suggest reflecting on this experience in a way that the recruiters can see the use and development of your skills and how they can you use you in their company.,0,1
936,267,3571,"The picture included was a really nice touch to bring your post to life! It takes a lot of skill, bravery, risk-taking, and confidence to get out in front of a large audience of strangers. This is a GREAT trait to have. I would definitely add the risk-taking skill to your post tags!",0,1
937,153,3572,"Hey Khaled, your post is great! I like how you summarized the movie to give a little background, however, I suggest relating this experience a little more to yourself. Tell how you feel this movie pertains to you as a mechanical engineering major! Take time to reflect; unpack your thoughts and ask if Mark Watney\'s antics in space can apply to you here on Earth!",0,1
